"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"86606506828640256","","","","","2011-07-01 01:26:14 +0000","<a href=""http://www.waze.com"" rel=""nofollow"">Waze</a>","Just installed @waze on my #iPhone - it's a free navigation app with fun gaming & social elements! http://bit.ly/WazeHomePage"
"86463660062539777","","","86456644535468033","816653","2011-06-30 15:58:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TechCrunch: President @BarackObama To Hold First @TownHall On @Twitter Next Week http://tcrn.ch/mdqZIo by @leenarao"
"86265339150733312","","","","","2011-06-30 02:50:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Off to MI tomorrow with @KRClayto"
"86262489007915008","","","","","2011-06-30 02:39:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Goodnight Twitter"
"86262279074611201","86241242995888128","11144032","","","2011-06-30 02:38:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@techsavvyed nice ride. I love @runkeeper, just wish it had a ""top speed"" stat"
"86261852434202624","","","86248953724669952","9534522","2011-06-30 02:36:42 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Pogue: Wow--now both of Twitter's co-founders have left the company... http://www.bizstone.com/2011/06/its-so-obvious.html"
"86261688780861440","86255276679901184","49408583","","","2011-06-30 02:36:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@gjburdick get yourself a pic!"
"86261629200764930","86255276679901184","49408583","","","2011-06-30 02:35:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@gjburdick nice ride, don't hurt yourself though #kidding"
"86261453379747841","86227801740554240","54634621","","","2011-06-30 02:35:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@aaronsarver @l_sousa @wdtacoshop we went tonight too! Great restaurant + location down in the RAs."
"86260984951472130","86257428445937665","27173861","","","2011-06-30 02:33:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@RisuMiso i hate to say so but Chrome is frequently buggy + it has frequent compatibility issues in my experience. Alas I use Chrome myself."
"86257034726608896","86212708403392514","239567395","","","2011-06-30 02:17:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mrjonathanboyle @newsweek thank you sire"
"86187216736489472","","","","","2011-06-29 21:40:08 +0000","web","Finding myself wanting to RT status updates on FB. Twitter &gt; Facebook? I think so."
"86186391133896704","","","","","2011-06-29 21:36:51 +0000","web","Today is my last day in Asheville before a trip home (to Michigan). I have a home there, in Asheville, and now Shelby. I like them all."
"86180260948877312","86176438776102912","20222289","","","2011-06-29 21:12:30 +0000","web","@MsLuong it makes sense!"
"86179982962991104","","","86176438776102912","20222289","2011-06-29 21:11:23 +0000","web","RT @MsLuong: @jrosenberg6432 AP gov and econ. Makes sense huh? And home ec. Yup"
