"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"15102157486","","","","","2010-05-31 11:44:10 +0000","<a href=""http://ubertwitter.com"" rel=""nofollow"">UberTwitter</a>","I've arrived at the Beijing airport - quiet, expansive, nice place"
"15060345462","","","15012360084","145753059","2010-05-30 19:32:24 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","RT @BPGlobalPR: Feeling down?  Why not take a long drive and blow off some steam?  #bpcares"
"15057009908","","","","","2010-05-30 18:18:01 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","The international terminal at JFK airport is sparse. Panini Express some duty free and a news shop; where's the Starbucks?"
"15054024320","","","","","2010-05-30 17:16:29 +0000","<a href=""http://ubertwitter.com"" rel=""nofollow"">UberTwitter</a>","I'm at JFK airport preparing to fly to China"
"15008824416","","","","","2010-05-30 00:54:10 +0000","<a href=""http://audible.com"" rel=""nofollow"">Audible Inc</a>","Just bought The Greatest Trade Ever (Unabridged) by Gregory Zuckerman on Audible.com. http://soc.li/A8MMiL"
"14980514171","","","","","2010-05-29 15:17:00 +0000","<a href=""http://ubertwitter.com"" rel=""nofollow"">UberTwitter</a>","Happy Memorial Day all, and thanks to our veterans"
"14980361275","","","","","2010-05-29 15:14:26 +0000","<a href=""http://ubertwitter.com"" rel=""nofollow"">UberTwitter</a>","I educated myself about the BP spill yest. evening by way of the NY times and wikipedia.  Both sources are packed with solid information."
"14895811426","","","14884536592","34113439","2010-05-28 09:42:27 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","RT @Sierra_Club: RT @justinmaller BP wants Twitter to shut down a fake BP account. Twitter wants BP to shut down the oil leak that?s rui ..."
"14865665657","","","14859482153","14133912","2010-05-27 23:12:50 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","RT @ToddSullivan: maybe covered in oil?? just a hunch RT @Drudge_Report BP halts video of leaking pipe, blames dirty lens... http://drud ..."
"14780462610","","","","","2010-05-26 18:28:43 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@samharrelson congrats! I think . . ."
