"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"9393330462924800","","","","","2010-11-29 23:48:39 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I'm at Shelby Cafe. http://4sq.com/aDpbPP"
"9073674359410688","","","","","2010-11-29 02:38:27 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I just unlocked the ""Swarm"" badge on @foursquare! http://4sq.com/heXb2P"
"9062963059105792","","","","","2010-11-29 01:55:53 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Great to be home (@ Charlotte-Douglas International Airport (CLT) ? w/ 43 others) http://4sq.com/1xe40b"
"9022016766083072","","","","","2010-11-28 23:13:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Emails coming through my school address have me slightly excited for work tomorrow"
"9020163252813824","","","","","2010-11-28 23:05:49 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My parents at ""boy scout point"" near their home in northwestern Detroit http://yfrog.com/bcqgg0j"
"8204829109256192","","","","","2010-11-26 17:05:58 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I'm at Slows Bar Bq (2138 Michigan Ave, at 14th st, Detroit). http://4sq.com/6z7WOH"
"8203712916889600","","","","","2010-11-26 17:01:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abandoned train station in Detroit  http://yfrog.com/ei2790j"
"7885239930064897","","","","","2010-11-25 19:56:02 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Happy Thanksgiving all!"
"7169273717850112","","","","","2010-11-23 20:31:02 +0000","web","I had a good week - now it's Turkey time"
"7056214336737280","","","","","2010-11-23 13:01:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Reason 50 why I like Shelby High School -- hot rolls in the morning for staff"
"6867340901752833","","","","","2010-11-23 00:31:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm at home in Shelby making dumplings with @krclayto http://yfrog.com/f7ssjaj"
"6835733427920896","","","","","2010-11-22 22:25:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Young and Associates in Shelby was a good dentist -- just had an exam for the first time in way too long"
"6174425661579264","","","","","2010-11-21 02:37:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Picture of the seniors with their trophy http://yfrog.com/6g10hrdj"
"6167735734112256","","","","","2010-11-21 02:11:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My first three months as a teacher were good because coach David Steeves and our JV and Varsity teams were in my life"
"6112574894514176","","","","","2010-11-20 22:32:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I can now return to having burritos on my couch after school!"
"6112457646936064","","","","","2010-11-20 22:31:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Awesome 2A state final congratulations Shelby High School soccer"
"6095582561050624","","","","","2010-11-20 21:24:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hugs everywhere for Shelby"
"6089651454476288","","","","","2010-11-20 21:01:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shelby high scored for the win!!"
"6087967084904448","","","","","2010-11-20 20:54:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Round 8 of kicks from the mark"
"6086500835917824","","","","","2010-11-20 20:48:29 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Missed! Omg!"
"6086367507390464","","","","","2010-11-20 20:47:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ED has to make the fifth kick for the win"
"6085291538391040","","","","","2010-11-20 20:43:41 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Seth saved the first ED kick 0-0 after one round"
"6085133220188161","","","","","2010-11-20 20:43:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SHS misses the first kick"
"6085067096985600","","","","","2010-11-20 20:42:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kicks from the mark to determine a winner"
"6082064172453888","","","","","2010-11-20 20:30:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","One team is going to be very happy with the result in a few minutes"
"6080893433151489","","","","","2010-11-20 20:26:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tied up 2-2 and about to start the 4th overtime http://yfrog.com/2887gwj"
"6029501024698368","","","","","2010-11-20 17:01:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cardinal-Gibbons won the 3A finals http://yfrog.com/0zlsolj"
"5459500559507457","","","","","2010-11-19 03:17:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm wearing my Roots sweater from my Canadian friends #movingstinks"
"5448106225176576","","","","","2010-11-19 02:31:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm packing for the hotel and the charter bus, but my house is still packed from the move last weekend"
"5441114735648768","","","","","2010-11-19 02:03:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We're driving to Raleigh tomorrow after a pep rally at school -- soccer state finals"
"5063354074791936","","","","","2010-11-18 01:02:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shelby High is going to states!!!!!! 6-2 against Surry Central -- photos with the western regional trophy now"
"4764727355908097","","","","","2010-11-17 05:16:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Goodnight twitterers"
"4518036144922624","","","","","2010-11-16 12:55:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I am watching little guys walking to school in Shelby -- so good to live 5 minutes away from the high school -- more time for breakfast"
"4411636920090624","","","","","2010-11-16 05:53:10 +0000","<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","I favorited a YouTube video -- Powering the Cell: Mitochondria http://youtu.be/RrS2uROUjK4?a"
"3956260982497280","","","","","2010-11-14 23:43:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I moved to Shelby -- with help from four new neighbors and four friends -- woooo!!!"
"3891802050396160","","","","","2010-11-14 19:27:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Newspaper story about the SHS soccer win yesterday: http://j.mp/d6Qj6J"
"3650835250679808","","","","","2010-11-14 03:30:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Won tonight in a double-overtime shootout what a good game -- play again Weds -- go SHS"
"3520383235915776","","","","","2010-11-13 18:51:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Breaking.. Asheville is beautiful"
"3194044062638080","","","","","2010-11-12 21:14:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I like my job"
"2553264352534528","","","","","2010-11-11 02:48:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Day off tomorrow (wahoo!) because of Veteran's day"
"2536391594475520","","","","","2010-11-11 01:41:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","To Qdoba or not to Qdoba, that is the question"
"2530106727727104","","","","","2010-11-11 01:16:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Golden Lions won 5-1 tonight -- state semi-finals are on Sat -- way to go guys!"
"2357923116228608","","","","","2010-11-10 13:52:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Our PTA brought by soup and food for the whole staff at Shelby -- such a nice surprise"
"1813514507259904","","","1734052340047874","76188271","2010-11-09 01:49:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @kgillem: Yeah, I need this. Clocky. @moxsie: http://t.co/SZypsvu","http://moxs.ie/aj0Hmq"
"1799075951284225","","","","","2010-11-09 00:51:47 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dinner in uptown Shelby at Shelby Cafe http://yfrog.com/2pd2rzj"
"1418320242810880","","","","","2010-11-07 23:38:48 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm near Matthews driving past this Charlotte skyline http://yfrog.com/nbqplaj"
"1367600978206720","","","","","2010-11-07 20:17:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Passing by an old gas station in Wilmington, NC: $1.57/gallon"
"987172966506497","","","","","2010-11-06 19:05:35 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Check this video out -- The Discovery of Cells (created by a student in my Honors Biology class) http://t.co/DIeIOiy via @youtube","http://www.youtube.com/watch?v=5uIQDHqQZUA&feature=share"
"982858080452610","","","","","2010-11-06 18:48:26 +0000","web","Technology I'm waiting for -- Google Reader subscription organizer, auto list creator for Twitter & synchronization between iPod and Twitter"
