"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",0.233091311793112,0.110638683188319,0.139081913821271,0.439208125397774,0.123304186973015,0.416119493436314,0,0.235165048363206,0.314238030473077,0.040506175083856,0.292509360472576
"2",0.193906251129281,0.193666897930512,0.119708356870799,0.413363058339447,0.068760255079226,0.383203445431651,0,0.291836172168997,0.255056692562387,0.0515435084908685,0.235440282613847
"3",0.0950892886269022,0.222367783072896,0.0835047287199285,0.434787757199144,0.0253181265934986,0.439993109494147,0,0.0688173582749976,0.223299608216363,0.0743593245087964,0.192982387024301
"4",0.165133296322754,0.293256641616367,0.148273441264222,0.379916417062404,0.0954291225392242,0.413549228140217,0,0.226901671412025,0.301635248746591,0.0461683854920403,0.260070673076032
"5",0.163980129405005,0.391154225037035,0.0850823120706147,0.302062139587931,0.0590060797917099,0.432543081477352,0,0.320503229808352,0.252492880006503,0.0666222420526179,0.153979554805662
"6",0,0,0.147447891535534,0.121221472497623,0,0,0,0.282700023107288,0.134898477194431,0.0223807108012376,0.106932235365742
"7",0.0607653474291733,0.287443662495358,0,0.209758824755953,0.0402801221561135,0.568756989515242,0,0.0773327163292096,0.0559204049473531,0.011938021189715,0.144666650918054
"8",0.0788720247825813,0,0.114284804563743,0.435495252026002,0.0412410801735319,0.511455697252076,0,0.251178583580541,0.2407884542775,0.0387591316715369,0.136177116264145
"9",0.108786971725303,0,0.0133955700757095,0,0,0.652030321938476,0,0.205568867534211,0.191669222156821,0,0.194410399617217
"10",0.19521691884626,0,0.120436293370039,0.458065511134601,0.0567883104094283,0.422871451668301,0.0393324806226988,0.179296936962033,0.283171772705847,0.0390602346418348,0.221658523267681
"11",0.219775195423214,0.37063846473206,0.145860789285501,0.358137137058008,0.0578112009926575,0.35945479408117,0.0334339163051938,0.162201442435938,0.393517698495171,0.00897781710981525,0.213336892099725
"12",0.0933531397861159,0.14739539795859,0.183403949033503,0.396691952518338,0.0729249411267349,0,0,0.28602509072815,0.23259219925785,0.0261786740723026,0.283909382973677
"13",0.200001413858684,0.328323904664021,0.181351221942317,0.307866394076195,0.0903906479758192,0.451642511618026,0,0.186833705904161,0.213191291815807,0.0334242278037443,0.157411525064997
"14",0.13084438948663,0.183538901584543,0.187362491424167,0.456927449400945,0.0730408597380219,0.36316345338052,0,0.206225813455151,0.407162396426409,0.0241882104388676,0.24180196566812
