"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"15",0.180710117469149,0,0.108146834343012,0.3385096041772,0.0967224206625488,0.427523740538457,0,0.134787552402775,0.425204722472906,0.0254379267689955,0.25208053158173
"16",0.024089607382559,0,0.164135008687382,0.590564423585209,0.0621749225335852,0,0,0.0554155784967791,0,0,0.101397269730907
"17",0.0666663174352033,0.194615268621451,0.224287481390286,0.417662693742685,0.0694599639117742,0.439074758632235,0,0.22807781259836,0.309051472929632,0.017590574266259,0.183137108944939
"18",0.147724196683296,0.348047071707862,0.243985283394637,0.383436261912454,0.105859982593999,0.337545075311451,0.0384135697133063,0.254206540955024,0.409370877478818,0.0587795492839621,0.205712223714274
"19",0.147847848579862,0.186530142921121,0.202116077148789,0.407740505932582,0.092080439878764,0.369082141594886,0,0.338808303906689,0.323263478381264,0.0517330513015305,0.178034554087036
"20",0.127947683055087,0.109921297804196,0.226729767646841,0.459054260305404,0.110623174377038,0.362581263429917,0,0.32296239515995,0.3773863195036,0.0260604065295847,0.194644459754931
"21",0.109749244674709,0.340640038108351,0.234661374838101,0.435286027287362,0.104718498295485,0.330361542055697,0,0.300656247483162,0.371960057933914,0.0295901965562919,0.271005369779476
"22",0.107590518454113,0.349446221296895,0.228329472254215,0.441084993624026,0.0776771975111402,0.338902006864085,0,0.229295389822276,0.414080851143579,0.0105703840185356,0.221797045353912
"23",0.122319612511546,0.194132000842184,0.15726689529824,0.408395754983764,0.12625662394334,0.369266263232493,0.0343465090535388,0.15948297875491,0.425713779909546,0.0180047349920029,0.274228623417731
"24",0.081063727319571,0,0.26265589137541,0.488357238519232,0.076960855756882,0.407580170833678,0.0463837586480398,0.268897722261157,0.204957959077812,0.0112006117488201,0.252652225409713
"25",0.125667061061973,0.181819559866623,0.230855968126561,0.461013169696716,0.0885985510303276,0.345846275540654,0,0.235373623995133,0.385434741701229,0.0428577603652098,0.333610523389083
"26",0.0990437177040469,0.199988569282737,0.165762664766498,0.491441530256337,0.0294615897740248,0.43374574426892,0.0432912938330915,0.165812003112771,0.312127481651332,0.0157887348313294,0.205375636703663
"27",0.140694892689171,0,0.231923334865444,0.395356203242302,0.0807171101921424,0.415918758251062,0,0.241401000593374,0.336350544565476,0.0219154872227519,0.174667122245595
"28",0.173402098174658,0.361043288740114,0.215901355922635,0.403923936068699,0.0456102350022019,0.399246043280192,0,0.259306190131908,0.300248286075298,0.0472104791465826,0.175112778994475
"29",0.181945532850955,0.18254136622033,0.152084194980452,0.472359974858409,0.0894606933675986,0.361189657173781,0,0.206546050583657,0.36688747761993,0.0806628717679739,0.238429801604328
"30",0.133553542945645,0.35611855818892,0.179571658085727,0.463911780930692,0.0516882353946476,0.345373012201583,0.0393044107340587,0.240732157190248,0.398790372532847,0.0395966377416175,0.143312246027655
"31",0.093095780581294,0,0.122496491429528,0.475328813585346,0.0675372322537937,0.44963846439346,0,0.260749154640445,0.379701153102883,0.0486124589990904,0.211190916093039
"32",0.124686864039496,0.4632549955576,0.133198944752595,0.488711053554874,0.0398085403062233,0.34719575953189,0,0.213080699297681,0.289171648988288,0.0394015897197709,0.187141271774867
"33",0.0926573066626576,0,0.105117226294115,0.494739345204276,0.0638975817011746,0.435108454807026,0,0.189655662493477,0.265834930782073,0.04450480148378,0.208301172560515
"34",0.108579870584195,0.306161647866878,0.223986889694727,0.47382548854803,0.0172940241199146,0.36936483308911,0,0.23801142810754,0.250476901132061,0.029579895286869,0.192281625363518
"35",0.127895256421654,0.371321848041344,0.212293899466568,0.361616280992635,0.0441967680664918,0.410612198695951,0.0744779427616147,0.252446209435859,0.270470867331904,0.0631762964014924,0.206761291344509
"36",0.138020921236826,0.449816160727865,0.205404243649744,0.429035463583591,0.0790094492369335,0.337123754889356,0.0697224648914985,0.263633270509998,0.270288946756859,0.0390668822804093,0.241954712695703
