"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"131187757262446592","","","","","2011-11-01 01:56:13 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Google Reader is now upgraded http://t.co/WPhkRqyB","http://www.pcworld.com/article/242909/google_moves_reader_sharing_to_plus_despite_complaints.html"
"131181102722330624","","","","","2011-11-01 01:29:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I finished grading. Happy Halloween. #fb"
"131180744910446592","","","","","2011-11-01 01:28:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I am done grading! #fb"
"131168585849634816","","","","","2011-11-01 00:40:02 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","SD IN AN HOUR: Want to Hangout? Investigate an Interactive Tour of Google+ http://t.co/yrXtt17R #edtech","http://shar.es/byPP5"
"131167261439434753","","","","","2011-11-01 00:34:46 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I just drank a mean cup of cinnamon-apple tea #grading #helpme"
"131163340142682112","","","","","2011-11-01 00:19:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Since today was the workday that wasn't tonight I am grading! #fb"
"131129739510419457","","","","","2011-10-31 22:05:40 +0000","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","NCHSAA 1ST ROUND: Shelby v. North Lincolnton http://t.co/yv83i4aX","http://dlvr.it/t4SsT"
"131043956216709121","","","","","2011-10-31 16:24:48 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@devintonhaeuser nice thoughts here Devin"
"131032190573232128","","","","","2011-10-31 15:38:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today's professional development is complete!"
"130991406490726400","","","","","2011-10-31 12:55:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today is a day of district-wide professional development - I am meeting with 15+ other Bio teachers in Cleveland county"
"130972282549043201","","","","","2011-10-31 11:40:00 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Check out my latest post: SD IN AN HOUR: Want to Hangout? Investigate an Interactive Tour of Google+ http://t.co/VHx06gFy","http://bit.ly/rDLc9f"
