"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"41562312863260672","","","","","2011-02-26 18:16:42 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UNCA homecoming tailgate with Luke and Lateef, nice day so far http://yfrog.com/h3e75qtj"
"41554437273157632","","","","","2011-02-26 17:45:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Twitter should cleanup all these fake and spam accounts that end up following us"
"41553919993708544","","","","","2011-02-26 17:43:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today is the UNCA homecoming; I'm with my old roommates making light of all the ""bulldog pride"" roof roof"
"41524202544570368","","","","","2011-02-26 15:45:16 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","NEW POST: Cycle 3, MAED -- Should the curriculum address controversial issues?... http://t.co/k3x9d71","http://rosenbergatmsu.blogspot.com/2011/02/cycle-3-should-curriculum-address.html?spref=tw"
"41523495905148928","","","","","2011-02-26 15:42:27 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","I'm as happy as a clam drinking coffee and doing some work this am (@ West End Bakery) http://4sq.com/grRO2v"
"41522453331197952","","","","","2011-02-26 15:38:18 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","good Bloomberg Business Week article on the finances of USA, inc. http://t.co/usU6BLP","http://www.businessweek.com/magazine/content/11_10/b4218000828880_page_4.htm"
"41176744530550784","","","","","2011-02-25 16:44:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Next year will be my seventh in North Carolina - my family is from Michigan and live there currently - brr"
"41166459556200449","","","","","2011-02-25 16:03:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I went long $cl_f this morning by way of filling up my car $$"
"41166279595409408","","","","","2011-02-25 16:03:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I spilled a couple drops of gasoline this morning! There goes a dollar. $$"
"40754055089233920","","","","","2011-02-24 12:44:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Soft rain in Shelby, NC this morning"
