"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"22",0.0149527243751856,0.349064262698509,0.180069793829034,0.323264936120028,0.240148716539695,0.0645129448059999,0.0527947580732721,0.105652265776376,0.440602870207987,0.258350844169979,0.393131157414781
"23",0.0167230603978768,0.193922559948304,0.0987422959325714,0.352233174467875,0.167034219179821,0.104230911574936,0.095045878057615,0.103850632485974,0.407955153889612,0.310644537127092,0.404181276680424
"24",0.0157824119277642,0,0.183344708539726,0.38800112360723,0.258872484962339,0.0454786572931758,0.0729135871438116,0.0894353092777155,0.486853330453771,0.317457026499834,0.210648529821418
"25",0.0394897394404441,0.180176264314266,0.186215262115421,0.363342559632904,0.201215821249947,0.102008009447264,0.109362429756035,0.0618637992802499,0.456846506374593,0.356794047289897,0.395141271818506
"26",0.0146638387656763,0.199759618261676,0.105989287778763,0.413711099645929,0.125602897709716,0.0814514947930283,0.0343269118702968,0.0600668427765749,0.490878917900304,0.250967556361547,0.331928884656303
"27",0.03341330246098,0,0.165915173382882,0.396635364504433,0.252768225342971,0.0802797211984014,0.0523471294155103,0.12955225658447,0.39483174486451,0.229711165993647,0.319258831120228
"28",0.0502283130308295,0.360847054924858,0.163336875666379,0.381034175282023,0.208361633204215,0.153232765759938,0.0531743548637693,0.0765279048094155,0.40370439581544,0.218672367099155,0.332175821441445
"29",0.0820169412084478,0.182427644187717,0.0879510483279005,0.344686345163662,0.170779209228407,0.122473427900644,0.0548626609343487,0.148608106143336,0.47206569779903,0.277303172878083,0.382316536616029
"30",0.0368176555438011,0.35611855818892,0.100389439303267,0.329797848895029,0.252402710995767,0.0975363091401745,0.0264156520774481,0.11120447617314,0.463911780930692,0.206416608954299,0.379028567003465
"31",0.0451598272656289,0,0.113706772078068,0.428972783152573,0.22332170743842,0.0685146453177731,0.0489169495397166,0.0800908065186102,0.474898724990552,0.208411614197755,0.397480650848917
"32",0.0431932541476018,0.460742198527156,0.151136817140889,0.329740059226433,0.249441258342412,0.068395809209501,0.0461838531188773,0.0897751726966289,0.486060177264506,0.166773072961328,0.273351127099306
"33",0.0413194073525691,0,0.12779447967457,0.414864561665834,0.143613867077671,0.0568873817435337,0.0621630847446827,0.0708847857135676,0.493998745027971,0.186362954087762,0.292997826038161
"34",0.0341906538884097,0.305976495021396,0.167999760003134,0.352494417386169,0.182557927747957,0.0731485295388537,0.0201608746810979,0.0672674808963036,0.473538940124746,0.237427509909661,0.287456090981715
"35",0.0641739641714099,0.371143518236861,0.156875011514135,0.391906660876308,0.219041365426405,0.0921692420754066,0.0515297363452774,0.0935584865414122,0.361442612351732,0.248791342103687,0.290675983571047
"36",0.0363010494093679,0.449518593993137,0.154431119542557,0.321707645361127,0.233629001853579,0.112351880510943,0.0760579340823714,0.103790730369701,0.428751643896512,0.27619811809164,0.28829707630134
